"V5","V3","V1","V2","V4","V6","V8","V7"
49.380539412937,67.8028410045729,62.1414692638595,82.9653963988963,67.5613039587603,48.5449559617411,76.0481168993431,52.8806363737252
48.0493006038812,72.374204672656,67.9171520642194,86.9683302109457,68.3068212538828,52.4297207733374,72.8488827470305,59.1843846584389
47.8050773103423,70.1719724189859,64.8572472032041,85.383756494325,69.5945622199889,49.0433577736313,75.5442262376694,57.4339541290878
48.7116580829216,66.3901950833639,61.3033664641225,81.6969797295725,68.9659599180593,45.9944831634776,76.5867306777389,53.8601003863098
50.733751466161,64.140698947289,58.723986890246,80.9068962381925,75.61246246504,44.6728244213285,87.7193868466979,50.7067822295366
50.2725645177976,64.7645105264312,55.2096416066925,82.7073062728753,73.3565700957309,45.4315594779974,83.2350590973715,47.1773282142442
52.2779832563169,68.4573604817371,62.5718346102828,86.1390300721683,80.2632433256767,49.930642648047,91.461865477133,53.0897320353873
50.0598385399379,69.7527521685271,63.955407676037,85.4799140184032,68.2281755292808,50.0299677799181,77.6431695052346,53.539187210269
50.1333862120056,67.6400373048954,64.2114763752282,82.1933429856532,69.7409199630386,46.9815363442211,77.0167577722823,54.2020480335578
51.367779684294,68.3145500967569,62.9184574478035,84.4608891002764,74.9680824821005,46.2794701209514,83.061411412635,53.7760052994121
49.0155231703491,69.3832427487594,67.5108962415219,83.7878996974668,71.1845188039623,47.7870620006675,80.8005527077246,55.0104436283599
52.8922525073007,68.2823858661716,61.1133177367055,86.5905809564089,81.4373504449757,45.866934049248,91.7536265534256,50.7348495932893
47.2834450888554,69.3428198909594,64.9292938519992,83.0172298192267,61.2681112453806,49.3601214461171,67.5878754258064,57.0040062499499
46.1570217545252,67.1513030552371,67.3518415753796,79.8789653078918,67.9768243215217,49.9700955452366,75.672340153762,58.9409108477521
48.948858025372,67.7600364889746,65.6198585899813,81.1756596712546,66.9971246544645,49.0821538134282,75.1647843030021,56.1869447776499
47.0549676900299,69.3819809413143,66.3306058050983,83.5319675465137,68.2387862939627,49.2262295544189,76.5559067849538,56.5986902378935
50.5173062509106,69.3646048883183,65.7676819586119,84.3739446085788,71.5572426682085,50.2710630039425,78.9487878998736,56.119303637211
48.0156788043411,69.6003679050221,66.0907372430094,82.9373225922789,60.5348632881851,49.3453567623631,71.8938430597789,57.5805273857216
52.9093978875814,71.2333911582765,68.5453448019162,86.5327099293842,73.6303481507929,50.423433484809,84.1863052428417,57.6371897826454
48.3099676454763,69.1093683683356,62.1362046403923,84.7762406727327,67.3497326545537,50.492031109383,73.8469755216714,53.0636047616868
51.9992018737507,70.681571837968,67.9982624016626,85.854813325751,73.9944618023334,49.9523299162068,81.3443874018103,58.7277584562227
48.9934782542972,69.4265587070004,61.8684290370128,86.3411850245997,74.4302049425054,48.2209211720752,83.7425333898995,53.1626793516632
43.1855323093593,71.0511513530906,63.4353914091242,84.1426424707808,51.9212147226882,51.0459270181434,57.4259688920133,52.2860016063089
47.8181967361248,69.5526683447179,65.9167804471206,83.6609058539805,67.0337949265481,49.8160397065954,74.8321020054895,56.9251960748638
47.3485345121408,66.9964856796173,65.7211798385125,81.5475933503099,71.9514180647818,47.4997275955552,85.3407673770652,59.6634362228442
46.3290741582146,70.0113086282823,64.2125134366001,83.9545635690643,59.7582236585661,48.3628404259665,66.9016694662454,56.0977596119937
51.2721157265468,70.0623505280992,65.4240345152068,86.7512185393215,77.6375678898711,49.8990363148291,88.6208960639127,55.2181217894767
49.6165144085894,69.8005924354477,66.9053192675491,84.564087462993,72.7325881715509,51.0965130104254,78.094704516624,56.8469996331753
50.4582232302988,66.8381026052705,59.9105979886857,84.2613729457903,77.0523486516068,47.0567603845541,85.0798071359779,50.0921771941575
50.945728139536,70.8273615584667,66.033430374469,87.1685605054576,75.2759829785034,50.9169848506241,85.2416669950983,55.6489324930659
48.7129731917572,67.6739624515176,65.396233621255,82.3652140414608,71.1235106072104,49.525376801136,80.8431282921536,55.2906223895936
50.2699845685375,67.4150205598592,60.3808788164844,84.2917232200932,73.8992347471642,48.1257293417372,81.8594159423663,50.6982795939553
47.9296662540584,66.5053173547518,64.8236875591254,80.4452351238126,67.890996263683,48.9026228111492,76.9485753811599,56.3084837201259
48.4576430639699,66.9891016599631,64.3779950928396,82.2890530971532,72.7289807396102,47.4961160901938,85.1522763192704,55.4880553653705
47.7153384283806,69.1636516885332,67.0217121384064,82.1112567897126,62.1712247857159,50.3966736673707,71.2098273881865,55.5217677291626
51.7792744720176,69.3468458609865,58.4567056770475,88.3733589119705,76.13479144029,46.6670523772034,85.6194102888917,48.5428218837475
