"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
104.073807901478,94.9188271259832,109.021256651813,116.394442952706,83.3024033396797,119.955480466668,90.3587529659671,93.4379880428776,106.207791124299,108.029830618841,109.782503703086,108.07265965679
103.792815896345,95.076764531624,102.434244120341,106.100614484222,88.9922828790806,115.93345991436,84.0078081982901,93.3190027658802,102.737108606385,101.035257149385,113.337163278457,109.432908449866
100.919714902618,96.4756253989359,105.715514050981,107.848608892118,92.1496454188076,110.022848330618,90.0160856950334,98.0631224018554,104.398398617942,103.623483537971,110.212861493919,106.108749907893
105.068386094,94.152263322196,113.13800631292,123.586075184548,77.9810438299976,125.034788522814,92.2603582994082,92.152804028955,108.514793370508,112.414248595541,109.060942242063,108.525235937805
95.6245658727162,95.4453480647803,104.756383453869,98.2686982399619,101.562694407672,101.28758743441,76.4050865352106,105.040302420649,105.404510928831,97.8986804780071,123.803985457174,109.644511517986
100.781921579471,99.2917466071734,113.121835535646,120.583751882867,88.0773416583722,109.038937818135,111.057796294662,99.799442567836,107.046645207288,113.753232740946,94.2291351229001,98.1091591120974
106.3866646452,99.2783246091584,103.194091273937,113.460949639837,86.0541504422732,114.600091788982,108.943509406824,91.1226608738712,100.736925606986,107.346447810019,90.7946334173798,99.5284824441834
96.5047328252259,100.48804479657,96.0762433262625,89.3892628567863,109.371428508459,90.7904514400446,93.3402887846255,104.702722852135,98.4136051452789,93.771603531202,105.886161892215,100.599491316026
95.6840183952521,99.1448912885244,109.290778322155,107.459760250756,99.8340999440839,97.8776677343966,99.0982858454632,106.542008581194,106.110690231893,105.915191163102,105.383514897029,100.390628883723
101.580193700572,98.4510595506956,106.592999682728,111.305939551733,91.3347704624001,108.611206630511,101.465295097417,97.8554032506162,103.841392126625,106.734291368038,100.231166722522,101.431202496771
92.711257509155,102.210795721244,95.0510900389408,83.4963493432981,117.641416529027,80.534313136808,95.2083733050986,110.468941224277,97.8524385221918,91.4460908387411,105.35273748331,97.825635451612
89.0975250338341,101.049590750248,117.563740256887,111.821018376827,105.819965212921,86.7257702967629,107.30682423406,117.060342101233,110.897479173981,111.510510086175,103.328552138024,95.4348529712465
106.628714671721,103.254894626623,86.2019013932367,90.4275222655477,100.885505603,100.469461255126,111.30430068924,90.6211611702337,89.9904960850143,93.0923086470989,83.2067605395814,95.0280237262143
106.360716541901,99.8033656354249,90.8334285511514,94.9926646293767,95.9780378932071,107.630743131411,98.8594189544198,90.273482858059,94.0223621440674,94.7810554877742,95.672612519792,101.481727916348
91.0696079736714,96.577706239956,107.39227550546,96.4936919570844,108.005926517573,92.339652971519,78.0381687401976,111.991097205118,107.179362291715,98.3627861411223,124.933116177209,107.395732383122
92.6465914078045,94.8194508767826,109.705067830947,101.176995974769,102.566234242959,99.1572286455187,74.1184199343704,109.417778428092,108.870086168545,100.411400904799,128.507011889463,110.359102847523
99.6601051164924,97.2679765777573,110.777635522232,114.218859790703,90.8088641655907,108.942037757866,97.2142827668568,100.510362972171,106.947157236446,108.724684471595,106.009710184017,103.350713173087
98.6957408541086,100.679460065924,98.6918289423467,96.5768779137343,103.631079648921,95.8661683290668,100.091813380007,101.929133110607,99.2666072280053,98.2706843775139,99.992523253921,99.0949305542694
106.21543754145,99.5755824425781,97.187259661635,104.286615478636,91.1739039235199,110.852156692533,104.019323839028,90.9450681267017,97.4863455000298,101.162056338775,93.2455819333923,100.416526410051
100.477241841423,99.8059302488149,89.9835888488192,85.367125096538,106.858274244873,96.2453056344196,89.5339345740381,98.4156929655138,94.7384818632044,89.6409129963546,105.772023708047,102.842507454226
95.6278533796603,104.499896943018,87.8677616397273,78.1139305195226,119.335746180545,78.8574667019981,103.214710891486,106.524744297816,92.4801868791836,87.9790588310885,94.9559981245125,94.0392226798155
94.385220312625,100.008599020158,100.742811649232,93.1745328288945,109.178537635644,89.8922239765241,92.7141564083111,107.905017121751,101.495748221699,96.7343208044044,108.723502648269,100.895644000713
91.0600299954125,96.2995726659562,109.584947523324,99.6382268167132,106.175150583775,93.8375460322131,78.907211347198,112.101647516527,108.456309887718,100.421312505058,124.877596014201,107.457339832635
93.3973902002952,99.1045003499448,110.554492746872,106.11152420662,102.802289217578,94.3042317425209,96.897483766994,109.829197187176,107.243756839264,105.558251181501,108.573176894014,100.610598949077
104.945955461959,103.007999121749,89.675895638569,93.1630678506148,100.980598656921,99.434037340874,111.222023180575,93.1871577734889,92.2563246174145,95.31742345632,85.0227779938608,95.0279964737488
107.992411497955,99.3750129592853,79.7581574027629,80.2487015665269,101.534147774687,105.868864546242,87.8373837395484,86.9111951889897,88.0823482700006,83.9389474222299,101.157782364052,104.876658043897
103.970615909105,98.2262971410065,94.067792123369,95.5607546763126,96.8048713513161,107.230020896302,91.0476152829675,93.3759596004346,96.8994115609137,95.0912941003311,104.438616971276,104.594796526737
98.1439648004596,103.453403562406,101.08675582887,101.09893056104,104.151981176413,91.7020357549271,115.224237746499,103.801886140567,99.386807131939,102.793802206877,87.7309308918605,92.525138309273
92.936829488742,104.455910293619,94.1431271882697,83.791778523042,119.108363404855,77.0108828756946,105.522518180333,110.803247570941,96.3237622414095,92.5984221116557,95.9567435738018,93.0900532815007
98.8770896983399,101.613648571349,117.075602235895,125.280200861303,89.5042236746797,103.827369547882,123.633221598697,103.547970306779,108.454957099185,118.547439854114,85.2116188277948,92.4042572885021
90.3531851908202,95.4770876919942,113.767922985534,104.485338562419,103.728578163053,95.8666077525032,78.1545452400148,113.179380999197,111.159498793234,103.598355052996,127.139181883977,108.349375460361
94.2940394156899,105.782833757344,90.6764130858999,81.2567156990363,120.127610338632,75.7618830991575,110.394108452005,109.041984285844,93.6413002282387,91.0812869669004,90.0768471466848,90.7857690729749
102.522226671528,95.1987249877192,104.499514881619,107.505896281333,89.6560835666758,114.396094665386,84.876328130007,95.3086900437317,104.016914731979,102.395717506434,113.716104728041,108.897064408729
94.3370864223516,101.981761117237,107.087021155861,103.917832500282,105.343345499473,89.8632857159592,108.704226758129,109.152610006056,103.947510934859,105.081565116187,96.7846888884064,94.9916174019914
106.434472698323,99.2507214106969,98.8112984209341,106.864517727087,89.3641399576011,112.567957295262,104.410760440472,90.6727746069207,98.4407905092876,102.747084844749,93.3399358475237,100.678243093216
102.560999410662,95.9421240270154,111.992719807462,119.374042180791,84.1452426305591,117.011025045292,96.1841109295139,96.1349757608915,107.606243209304,110.949186609737,106.207039401251,105.382343457859
104.082024142572,102.916851148572,84.9820888122622,84.7644939369444,106.083225557953,95.6485503512783,104.750494070598,93.9630305940993,90.0058047756178,89.6775177153079,89.5075712340376,96.5736789841513
101.414973155083,99.9337901845495,105.472842508915,110.266282791135,93.2539150618954,105.441824535639,107.294043492512,98.4703944922629,102.620880842116,106.72094307169,94.8374180664185,98.4957744388677
107.161457833325,101.932306404091,84.4293308436456,87.6970232099955,100.659105819805,102.645867618229,103.834739986752,89.297925802014,89.5490366473294,90.4670704150041,88.9724773476002,98.2656688306592
86.299898392048,100.629965470298,117.392127986756,107.343049828121,110.596738246695,82.0819316421855,101.063514849304,120.815631372779,111.54886543035,108.946397852133,109.78735588866,96.945686441179
105.107645450961,103.117785037015,95.8066895653837,102.757185280656,95.9900582493832,102.591696452386,118.237713129498,93.5204110265973,95.3910988830043,101.977853328839,80.7858008030724,93.2189280433909
105.213381976726,104.389845391699,94.531757582581,101.739829031249,97.4507585552339,100.17870647798,123.274663703817,93.6757090489775,94.1303986925069,101.81490516891,75.9330797666193,90.7307515688634
97.5752088836372,104.227752754095,102.927587304966,103.551562447976,104.106341156491,90.3457757980657,120.046214605191,105.003760426482,100.117290761027,104.990011141171,84.3161873062453,90.4786100831113
89.1717623489704,101.531643152055,103.089640659331,90.263280273056,117.190773623125,78.9664142149085,95.0037633376114,115.876934263572,103.07376749077,96.7572406333374,109.433931784251,97.9924341176348
95.2373182010228,99.990411235246,111.819861709353,111.17215852083,99.0779729313079,96.9778668505004,105.143552930959,107.655281239041,107.146132475119,108.985106503786,101.072939597505,97.9917139696108
