"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
104.874115088742,94.3607371972779,101.607686668147,99.3029305662715,90.3003174007395,101.216011276416,102.930151263763,96.0623602741566,87.9985878530923,108.14258142642
84.4694768588388,114.598623809702,93.6467923828034,92.5065563278614,95.2935827340159,115.169970596717,108.193294577307,93.4946539292549,111.739093393549,104.326185289448
113.024842142845,87.2696904287745,104.922828274883,99.6211508347323,82.9591877915775,99.9967536893912,97.2259361088249,85.5516671817031,75.8947089211406,111.572965567804
87.4031599124644,108.437289287244,94.0160039605041,93.6351296621404,88.9020278150177,113.489300097755,121.518635773679,106.541431588765,101.644298266528,114.476344167113
114.893154486191,84.2215756700902,105.651343667135,106.877203788514,100.229937482007,86.3727333176963,99.96350237016,111.897280034852,84.3108008454424,101.910202680117
104.135760380573,101.44369298285,102.814832024722,98.3191861439888,100.230465868452,101.922867996236,75.7489139293703,69.7676708522271,101.03033222561,90.1622431193542
85.3706463476089,115.698390745177,94.7217438903176,98.4464837779772,115.818105742416,103.490374192891,97.6224736157614,104.529361777409,126.15574114515,86.8075306171824
110.151220977837,87.9841656206518,103.317373079082,99.3401883646768,81.6730652495577,101.082795456697,107.044709856662,95.397377954007,75.9934867872725,116.154508511687
105.808059697139,98.9304294054084,103.369679811861,101.370705264441,105.723587831243,96.2129468584499,78.2888224208133,81.3149643484151,102.19663610555,87.9455633431665
97.923105098035,100.96940789549,99.1679216899567,104.866902426911,115.195153162341,91.0916225381871,103.620629732006,121.951556955934,111.098710898199,91.4936466494322
84.153799292802,116.893526763741,94.1386576135636,95.6022899261969,108.747801090377,108.946622422819,98.7127015095413,96.4671424216707,122.70953665424,91.6362522457461
91.1153504877027,105.814569506825,95.9053549261727,99.1792661319816,102.964902006305,102.587776823836,114.678634516226,117.087294856137,108.142218318665,103.074341662229
113.710101287994,85.7290276033426,104.992581042506,100.067654745609,81.8257888636489,99.2767053782257,100.725004961094,89.5758070108918,73.681542817852,113.876766599452
89.5948620876382,109.264585388634,95.7414622070863,97.8024189156752,104.376166878673,104.911249637203,106.892606478949,106.781102818958,112.35482965023,98.6612938270519
86.1304473338031,117.076301054218,95.30792445776,93.5487083867104,104.136019922763,112.330509511073,89.6976034377578,79.8413993868225,119.633412916819,91.0543979088196
94.6541419955795,106.074946020274,98.0670454072264,97.4544521688969,100.46095481248,104.959897268152,98.2489543886397,93.937201364464,106.362083386368,98.2188393942057
101.266740136168,101.830668171408,101.030978892749,95.6694721279615,91.1951656034944,107.558465437831,87.6743825006848,73.0945423964876,95.7296774076893,100.608410221642
86.3603895297691,114.167394085902,94.8744585755012,96.4336195324217,107.484654347601,107.356277238692,100.450448109935,99.0733411560951,119.179029174479,93.4895065343755
88.8921121378351,107.246993461993,94.8997897601054,99.5398687616173,105.368977106082,102.167008983492,118.281511091536,123.293353528085,111.253627089663,102.747412744824
88.6701018722826,108.168273263924,94.8237777711108,95.8138330433945,95.7448835058021,109.107752127201,116.378836318806,108.729046266399,105.774567143954,108.086333402427
103.886353897261,92.5809322667486,100.7161011095,102.611729320959,96.2970597060148,95.5174071742776,114.092131755321,118.140686077982,90.4371100694942,108.882228203121
99.5759701677759,105.067250580016,100.881467791239,98.2294621518901,103.955915951377,102.502316902201,80.4057867711803,77.222409944031,107.239391070655,89.108366517912
100.994076941796,97.7796477911893,100.260021163887,104.238252587744,109.198018486333,92.1483797833312,103.944742493539,117.491530621517,103.941473111414,95.9063591300529
