"V1","V2","V3","V4","V5","V6","V7","V8"
69.498208192843,66.9569527284643,54.1509299164517,69.0785182989818,44.186126657108,48.5919113495515,58.775795073058,77.5466124272944
66.0831412242567,78.6457127121954,65.2820025758398,66.2822070793166,47.5576480308935,47.9767758731659,54.788918039451,75.3593796630215
68.7814718052019,66.7951995990333,53.2151801900991,68.2975507172293,44.1542688297533,45.7837598983408,61.1944666907284,75.9566292214661
68.9501997754258,58.0828982130493,46.9009279522338,66.6793139290063,39.8692766651296,47.5412367364677,60.0813762259163,75.0248055921967
66.6464468795715,57.7483356236836,48.5831895611395,71.5835363247757,41.6157936489365,47.6447973760814,57.3295905024255,78.9540614743845
62.7555035678605,67.7965408913085,53.0552545390734,65.2322797607782,41.9345650887908,45.4399351380292,52.3281230120315,73.6817101178618
63.6859611506838,69.6288163231185,56.6179405644526,64.7614080268252,45.0669100835643,44.0011123940031,54.511579095152,73.4179807009055
65.2159758387749,68.2987402906419,57.1427380301565,66.8778176626935,45.2906919015518,45.4298240853485,55.9973685082364,78.6172000041272
68.4120071173073,66.0184771810027,54.6797587765086,69.6051321254908,43.7799966879887,46.5404601600636,58.2134421231593,76.7294403454488
74.592090090979,55.9483221844344,44.9854586444813,64.4434565020351,38.4076136570981,47.1432428044653,62.1467118301277,72.2122710077377
69.081720945717,66.0664554990517,51.0943919820851,65.1815227321374,40.9244945382881,45.2103126162928,58.2390873456854,70.9557366456649
63.0074833908286,72.6522781847145,59.6627534258724,61.2090971761899,43.3041535321784,44.1158612645634,55.5230022779511,71.5041425740077
63.3042295513604,52.9567592507755,43.9233001809592,69.3313607374868,38.6291094011109,45.1284528393313,54.6193434772383,76.9464638280446
63.2908764982315,72.1313132892515,58.92830002878,71.7784828009069,46.1877507088433,47.5867002214689,56.6856578513952,80.6685177585712
65.6079707034888,58.9154957170854,48.4189844174867,73.8005416998277,42.5075419382293,47.6516144425568,56.6056976853448,82.8836912544743
66.7111934469994,67.7906668105413,53.9408224166397,72.5672420939619,43.3713879461055,46.0859540279506,55.3310814420309,81.9295022028673
66.8940302117602,57.3773450315557,49.3381567429906,78.1816556497856,41.5579390808573,49.8573330131679,59.7016903105241,86.237336202664
63.5422351447586,74.4107141132297,60.4052867428442,70.6140939350744,47.2903881990885,46.3092149181762,53.2259149602213,78.5877453860282
68.1124028366392,62.9153778985638,52.3497566446722,54.6614902909304,40.3218313093887,43.3543197968916,57.0695005730568,61.4180811179889
64.7925204315807,72.7917428353703,56.8598557410839,65.5317061877493,45.6875404273575,45.5214137959861,54.9765791881018,75.7367767096758
65.1905743557687,61.1251701715514,52.8327865557611,67.8809517441167,43.0763989647265,46.1662324692642,56.5221125261091,77.7197470120577
67.3515188758575,60.4563410181855,47.7047994587151,66.8144566615999,42.5033268194565,46.7902816408998,58.157587860859,75.8710844421592
67.0397444283608,58.0171409415233,48.6318582442314,65.9464537832262,39.8653504209238,46.4351131803529,57.2112257380097,75.2667977191242
69.306706294645,61.8038794114674,49.8174828257595,77.3991752134139,43.8898882205271,49.0826801607477,58.6418213612736,88.4530978849294
66.7366063986868,65.440494491785,53.5435295773256,71.0919790720927,42.1203001146063,47.6672994051383,56.0337874832094,81.28588694478
67.5218950571202,76.1977873963023,63.5520715392986,71.4910763257893,49.3180713210974,48.1427533556037,58.7486338971151,81.007866897512
69.4261641883408,72.0227824130377,57.6391194280712,60.9919247441402,42.691605908772,47.2014019174589,59.5606102400206,70.186171914463
64.7189829696082,65.0998869506675,52.6487186029959,57.054551964332,39.1885892451099,41.95103375491,55.9344398101418,67.2320984596083
64.2650269281069,69.1538050442348,55.5327790913126,72.0371578791226,45.358626090698,45.1241476367403,52.6041800115206,81.1215805108487
67.6613068297415,60.622084217431,47.5211874352565,58.3736026943171,40.5460551289288,43.2366671987678,56.2678698084949,68.2189337903924
65.0239842560223,63.4794199412855,50.8457483135082,58.537786849043,38.0410546743519,43.1406326308673,56.0670369000841,65.5173437584378
64.8747709060774,69.4050063934536,55.6106464396252,72.6557343870648,45.3862978460631,46.2416951022514,56.9483145922811,80.9810854868931
63.5292768668289,85.5759862997651,71.398071061817,70.6736771254917,49.9601653180983,47.1069839112567,55.6973524724681,79.4338502501497
