"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
103.435988471687,99.8327907626389,108.156871669438,96.5382658798477,106.384651746955,96.7187595792328,100.722890177286,102.074620589768,98.9090750641684,94.8485905945326
101.616394617386,107.786303111379,98.5410237805291,96.3717392296435,98.3726978235668,98.1334876792789,101.667815076594,94.8246814549974,93.8746823017225,99.7137948671705
99.7770770445793,95.6691513753963,93.6252677610226,88.1570550895959,99.3884097761868,93.3096128846906,98.2964737809914,100.28104954158,100.854151517211,96.9164631542379
99.853983772705,98.9235318595753,86.2912751736797,94.1654060497808,99.5922150359747,93.7158006610082,98.9587884311484,106.97893562339,101.663291732531,88.6673196769809
99.8470084303656,99.6645172004391,92.6519968641433,91.9818624582553,100.749150144056,98.9812913118477,103.891964841689,106.328615619509,101.112816820948,103.640658708249
99.3243167377097,100.055287518124,92.5314687381461,92.7434815890192,94.1131529223759,97.6188333151001,110.237134204078,97.9539288872647,99.2235307404101,99.6330250473286
97.2915487383382,108.531896651038,95.9044891280342,88.705324079273,94.0991269300603,100.451217831331,108.611191749456,94.2762619090893,95.0181312679546,102.350148690348
101.226981652074,99.8616738351778,97.6617836280392,86.9130742727695,103.058961034752,95.3370518041413,92.1973357918117,104.440444638797,103.773983247965,95.5257979605408
100.847695012686,100.04691682129,96.6397908555698,97.3286294838897,99.9139471046552,100.63069427927,98.8532678192779,102.450655960767,102.355792303981,94.5599217682364
100.839372630905,97.5279266769645,96.1020471000054,96.8363421015921,98.3602492780564,97.1737036746652,100.676935498491,98.8529399049393,98.8838865533507,98.2940086834929
100.467207310528,97.8097740373283,91.8293747859075,103.48584861452,102.440961199813,98.3294083466442,99.5006235328504,108.017377862846,106.39237833002,92.0963905260048
103.646687211137,93.437662193334,84.5877226515456,95.0382368405009,101.633974804672,97.3384710097791,98.4104277136657,104.578574406956,102.088047872338,95.9698977530862
89.030737776884,97.5756061396705,103.093071699304,96.2608726984543,105.939779904452,103.059098906957,98.6417174541332,97.8996472144428,90.7274529180665,92.2345760490099
94.7064597429417,110.89613714792,91.442068569271,92.3638250617128,101.373134601217,99.5924639707226,102.477247724309,95.6851184225489,96.6936642953537,101.072184749805
103.996840724822,96.0301409000035,94.6248996263879,98.029621338274,102.475597431331,91.5105301353898,94.2270578088131,105.318979881505,102.533994384083,96.0991953482582
94.5233587022814,97.050404495114,99.8792486839417,92.5658304908567,103.595148171755,96.1108433756559,102.644051569747,100.40966511893,93.9500045456716,96.3980368751722
98.2956208100539,97.5964807012529,100.853437504167,93.3925123087441,103.97314365908,94.9645237928129,100.293381972686,97.529316303285,95.1226725321088,96.1117394136394
96.2988135007741,103.241141111768,93.8786443172302,91.0530509286546,93.8924282984587,97.4709493530833,98.852234910748,99.4467199034487,94.3174799280824,98.9457935116763
100.682224993719,94.4716859222659,86.5890480959733,99.4560484743549,100.890649332767,98.7397178638339,85.8040308736219,108.443767046633,104.424394706362,93.794301512567
101.80763747869,118.699505489422,97.6375622552232,92.4676089563497,92.0520934866455,97.5510837915226,96.2909043997491,94.003352023012,93.2995916954636,101.565153114382
93.9083157575707,104.202709910948,94.3562380367566,90.4935900705189,97.500423057286,99.0836616592325,103.173727078521,98.1181372198821,92.1574650793452,100.791672841949
102.268645494725,96.9499600613033,94.4540649075585,91.6429813644747,92.1470160396506,98.7360361569809,97.0802500862162,101.361688318293,95.9541493084104,103.616231936653
84.3614398561708,98.6794050069759,98.8437560127379,98.8705084328499,104.943462676131,100.879888125551,98.457550735895,98.9203563345115,92.7192457028858,85.2523443716429
98.2651009183733,98.4092758958485,100.550909722616,89.0254187615533,98.8757220814295,96.9195703355838,103.156323516455,90.9026934155605,93.8430191313728,101.112704641083
98.8439468383493,102.379467216164,100.450850434324,91.8807077445361,94.1715298289203,99.3165591428507,107.504521456247,95.5480022615564,98.6329960012111,100.146114287902
101.94982383531,97.2772154814696,95.1219344482243,98.1717450449957,100.971426975573,96.3258887125855,93.2069895109566,105.98556857773,102.245999891424,100.164495561554
93.9836196601244,97.5159410082166,104.315694177808,95.6119845377106,109.532124201638,97.581456933097,97.9120769570366,101.583972269106,91.908621026957,97.3986833423166
99.3539713929507,102.81424844747,89.7614881918674,95.215037154177,96.0460141061006,100.623655353617,95.5695716091869,97.0630257240659,100.706916731824,101.263751295714
101.257153901083,99.9153743480435,91.4033092296654,94.9592741428989,101.930277820018,100.19817287743,90.907670565396,107.536668794654,106.299627777364,93.8450087898542
94.8294381057335,95.7094434120963,110.862918646983,96.2008118375737,105.707203282818,96.1465914985626,96.5382907769647,100.930607673934,95.9994050032334,97.2437394496333
102.218217086639,95.1702558434779,90.7194532974061,95.0730324587607,99.7492912079754,101.530063431116,95.6534239397071,102.417281510856,99.5024095909705,95.6684197879302
91.8949382221248,103.258236020486,94.6350390151996,85.7873963918826,97.2702608428347,96.6047333908159,102.620305428755,99.0886694891861,92.8856409959959,102.196692851649
97.6324284885668,97.6564463041183,93.1436407701742,88.5919985462922,95.6240137274027,98.8171792658595,110.19378970202,96.9614205459521,97.9508502765272,100.378784087644
97.5975224620006,105.856039385743,101.416936799709,91.0551526823523,91.4213665579912,97.8908453268449,106.237854523028,98.1786183998542,99.2224990209306,100.646718938312
100.047323524497,109.345923642543,98.5536177090968,93.914649865678,95.3839132975417,97.129191777422,105.474530185718,97.8784816850664,94.925050051777,100.790750930191
90.8989224244226,102.197875041996,105.103232717941,93.0513659202905,108.420165965941,102.117352406247,101.29119069742,98.5057762442161,91.6756792719249,95.7191221495702
98.5865432554037,106.686618810129,92.427911845349,98.820325998261,94.77989885889,94.2013978829499,98.7952593367934,101.428972211026,91.3342919174344,100.939998695032
102.830329801067,97.0333063515994,96.1341134147676,90.4315515850877,93.9241480277903,99.7140139714067,105.527084026516,100.826440815501,90.7968761051032,99.7990690026954
100.287391105091,108.182792748124,92.4881353147025,91.7589168289782,94.608385477996,97.6953673020947,103.863420189229,97.3775548465467,91.834573432576,102.222201976029
92.4138783642133,100.216642945755,98.1931919371865,89.3901654761964,90.473566239393,96.946515460631,96.164104066392,99.6586667885641,89.5301303295172,100.87463576519
91.8201817927491,98.5545782269551,108.804712969604,100.568574972214,108.029215395014,100.590110813995,103.533311557541,98.2371652454434,91.2712445043304,91.8682872394213
95.1982568492775,107.677722382417,96.6515392861016,94.7791794133587,97.6676027563733,98.6079738308378,96.5454796989555,98.0337637408034,89.0639832963465,100.301844980609
95.7335104914096,107.729095959651,96.0089834345054,91.5065216208707,91.7339884050016,96.8844420677315,100.256780120551,95.08068907537,93.1511671688645,101.791643274504
103.541727928539,104.568872088622,92.1242095135847,92.6330687953901,94.3076911431208,98.8530644832092,101.923252157665,99.2997425636383,101.775824053511,98.4215796927801
100.765476892115,103.644673793581,93.9373515529145,89.0412758214966,94.9335498333364,97.4791519378305,98.1416003101713,94.3896952326318,98.476384700315,100.084641790629
98.9919657908277,97.4451684870604,104.042895232695,97.1798147426969,104.663225035345,95.7600881709154,100.746421665901,97.9482923242915,97.4744375987919,91.5745007696226
90.501916148158,95.4876161506573,100.968349869141,98.018111287142,107.056849825771,95.2011061731133,105.033024490754,102.144239190361,93.6263887270362,95.265509364112
