"x","y"
1998.82755175005,2251.08466593427
1990.22835604638,2241.20088147134
1988.8860055591,2233.07762789025
1990.25362350122,2233.40684329802
2007.81023573001,2267.97670587852
1999.4207112909,2230.89901835724
1998.23650095886,2223.13595240676
1990.95288355893,2227.29308236064
1998.6912997036,2253.80459011008
1985.00803082485,2218.4240914923
2003.45197279329,2247.98247565243
1990.20537794117,2237.4960978036
2005.53475324739,2249.21424624587
1993.97733429229,2243.09211677982
2000.03112759898,2258.83898665771
2004.27550436371,2258.96553876649
1994.89341143397,2245.58891014395
2002.16494165432,2254.08198877392
2053.23994386264,2348.30258400879
2007.01716018165,2268.13485337211
2005.46368139025,2270.0707904156
2002.35921872638,2257.73564060007
1999.23497933241,2248.96337120575
1991.5401742498,2237.95428125735
1996.19072978657,2236.4351931788
2015.62584907274,2234.98961187948
2003.73604374545,2257.18850555442
2002.52979560988,2248.64514687815
2000.03042063147,2243.61075827223
1998.27268864736,2254.2418450018
1995.13659473386,2250.49790187058
2004.4641344031,2265.90732965357
1997.37551951296,2226.64499749507
2006.60583918109,2269.6674310882
1994.14007591041,2241.48578077918
2006.0810029214,2248.72774544005
1982.67445525776,2223.32496346851
2001.23411617053,2240.21908449861
1998.15356824199,2254.38702397803
1993.0490603233,2247.41470022172
1998.11802453955,2248.09490017561
1989.62755910171,2239.26605400927
1994.05186101012,2240.79189972849
1981.80312556699,2211.22623326037
1989.09645014902,2230.83587324176
2001.67886601826,2249.43624979047
2004.2501663961,2253.61037080513
1996.83168675117,2247.63617329757
2009.68984992694,2248.49203885495
2001.71584892724,2217.95557907714
2012.42743472741,2244.16591453541
2011.49156199104,2269.49426306882
1999.4741158335,2244.62245162194
1996.60161996584,2246.24592228892
1997.42403846408,2242.11133327662
2033.87636902826,2300.33528964567
1995.23026669474,2238.07142948504
1992.31740722693,2245.94144003612
1986.98020651398,2233.72747745214
1998.36723994954,2246.71273600747
2004.17959937042,2252.26189508101
2002.1711280468,2257.22247923058
2005.73601743814,2244.88008581405
1998.38933233017,2250.40525957287
1994.34674105921,2238.59550554066
1999.1729971996,2256.56682553036
2008.25974009757,2258.10105157223
2003.20534740111,2241.69079999231
2013.60712026408,2258.74131113655
2007.26562560157,2249.47100987449
1996.7031638004,2251.19249648512
2004.05169389014,2258.462742344
1989.48864380876,2241.03468992805
1993.96495078265,2247.2480726301
1994.11778282025,2247.32496218369
2000.66598593796,2255.04372942704
2006.50847734683,2249.36113621875
2012.92874763263,2273.70438633984
1993.60769955463,2237.16332389162
1998.6326984865,2255.95650992211
1982.21568315652,2225.19497081933
1996.03898854723,2249.41349764365
2002.02811810144,2254.22716014071
2000.7067358697,2255.98513043704
1988.03782851142,2222.07718544844
1997.45658838856,2245.05100330133
1995.36963013194,2244.52375301443
2011.14103055447,2277.96327199391
1959.50061223181,2176.83644494576
2005.61516990198,2265.47490398818
1999.58575203855,2255.85226845331
2005.58253187229,2251.89866439539
2004.61257394182,2247.57674228179
1991.8848674283,2239.52273985952
1995.27367027602,2241.25105076387
1983.03986929448,2222.75223580945
2014.07997825526,2259.13220752735
2005.62281078115,2259.93808718219
1985.96059455719,2232.05474357437
