"x","y"
1995.49664855555,2258.63739116128
2004.45489478469,2247.1822253106
2001.42359074725,2243.97865580765
1999.81255092477,2244.36676532694
1996.42041274718,2249.56745061347
1999.52634278244,2249.06226591755
2002.46052106977,2254.68591262345
2007.47824151748,2242.610624777
2000.54116739671,2247.7833354664
1998.19878158143,2258.36549336471
1996.10486567167,2257.23489222395
2002.18158529721,2244.64876874932
1994.1056975283,2255.58836761131
2001.54547659547,2252.79846407695
1998.55281306974,2254.01922211035
2002.60446666808,2247.3198131543
1998.55491657086,2257.60345570799
1993.89999252666,2255.90961303631
2004.29755156026,2242.06350356222
1999.92163995829,2247.48098284514
2008.1444978411,2236.38771028356
1996.89459952405,2254.89698770186
1999.93648625157,2248.17947932489
1998.80634319902,2251.7158860732
2012.77729650673,2229.1318054249
2001.21116626601,2244.19397612311
1995.05442475719,2256.1481273773
2000.00668266488,2256.73940855393
1997.9612593846,2254.39621785637
1997.83605324175,2247.11512537145
1998.92088502514,2257.1249604393
2002.45970420121,2242.56147748908
2001.16761068024,2248.079288371
2003.77442406761,2248.18589063442
2002.13486889092,2248.91106098242
1996.06896655451,2254.64378399836
1996.51717550594,2254.94071300345
1996.42810313094,2259.0281256522
2001.45200389084,2252.47522092809
2000.13442097776,2258.99221384286
1997.13945756266,2252.06622483722
2006.45064774335,2246.0768656868
1997.17587785179,2258.26482912753
1994.00481854034,2259.84247936307
1998.87856088793,2256.87272361545
2005.99405134125,2236.93784980864
2002.31855748473,2247.87938579217
1995.93772928422,2255.0670514065
2008.73628212474,2235.94430160785
2007.70566587606,2239.36432763086
2002.62669713293,2241.54089978102
2010.01108300957,2238.86544542304
2011.87026147943,2228.34054246169
2004.19679422242,2246.35425592588
2002.19120985516,2237.03342347723
1998.6435951846,2250.26661452108
1996.3996576536,2247.82697273129
2001.38154949574,2243.8418625259
2000.11192638613,2246.52966232535
2001.48041193888,2246.24688638969
1998.3226855326,2255.30413584927
1996.17438655506,2259.96031710144
1997.14637906307,2248.4318234782
1997.90377496725,2253.38472220357
1997.62610955463,2258.26551511671
2001.14040693485,2242.74457849012
1997.82391317952,2246.98833423941
1993.72911365767,2253.5737224046
2000.25738375217,2254.10828351414
2003.3863499867,2242.48324057389
2003.83714312856,2253.8181332798
2008.21501919559,2234.46299139155
1999.78692978765,2248.26046334784
2004.03376271874,2247.31363281262
2004.85123983879,2248.57324460302
2011.14341013826,2224.39806369187
1999.27488910252,2253.15438648712
2006.63686954723,2238.38967599692
1993.99844955385,2256.76720137575
1991.56482429671,2251.39295053318
1996.12799719621,2252.84665537397
1998.74325914443,2251.91455931293
1993.32670735073,2254.05480858809
1991.4626239489,2254.66372836294
1999.84149704402,2256.30915185544
2001.51369317513,2246.42408976442
1998.16552105334,2252.11526474985
2005.65705496696,2236.33247511555
2001.00209070493,2250.82794945946
2008.64711395543,2234.5727722226
1996.57046760498,2255.99633892473
2001.77602287512,2243.53004607575
2000.8755926081,2248.04624457312
1999.5286515561,2255.21616776276
1997.41403016978,2252.33344330136
1995.85094569348,2252.22587956344
2000.02258384436,2250.81568211793
1997.1548981287,2253.66810859034
2000.3403167575,2253.05356157525
2006.68695912389,2236.91688584251
1999.59260512506,2259.29059565072
2001.03542952055,2247.78703336927
2003.65476971138,2245.37238543169
2001.25695286115,2248.5764768018
1996.10144269221,2250.62458775859
1998.74251105953,2249.35358661204
2002.00978126614,2247.74623197746
1998.22428576117,2258.61160664917
2003.84473431915,2252.6788542684
2004.94029219133,2247.68085587762
1998.62631703844,2253.93084084181
1996.4481274979,2254.07920089031
2003.6202508592,2246.21133393647
2001.00903881028,2256.27892373801
1998.97976016417,2251.02010171204
1994.46097529446,2261.49210501838
1995.93242973339,2249.48588407666
1996.83997629001,2248.66041666213
2001.38206010385,2245.65323507206
2001.79010991815,2243.82866782912
1994.92789328102,2257.61263514708
1996.18022415596,2251.40592954354
1998.65133229838,2259.7653645075
1999.0012894104,2253.73878194374
2003.65973014893,2237.72413909373
2003.26475022141,2251.41155244807
2000.17139364731,2245.10310500859
2004.43839717634,2245.85654968782
1996.50343118243,2256.74630749775
2001.59853453028,2252.0469670269
2003.89754831959,2247.90188517644
2002.02558726769,2247.84494902948
1995.84579946783,2249.68242691706
1997.62374338576,2253.02865999809
1997.95252473711,2257.70601549126
1995.065087921,2255.32823654333
2004.60912937251,2247.07721734809
1996.12829942313,2249.57050181727
2000.36172881891,2245.65917973965
1999.51248455986,2257.12391061756
2004.66008539768,2247.38506467449
2000.21513785884,2240.18648634592
2002.84103332507,2246.09847003544
2005.55027584157,2237.73777714788
2001.10789921956,2248.4105757293
2003.20440307244,2241.60792595863
1996.50913210493,2252.41901968758
1997.27524531625,2253.15713457397
1996.37475263542,2253.44461106072
2006.83338296773,2241.83575582766
2001.37485554404,2247.9410645689
2001.89288787941,2248.28510712604
2002.37449471979,2250.11741336971
2000.72217547438,2255.53665928149
2000.49476143157,2254.48669580421
1993.30095794163,2261.36819829278
1999.57761734514,2249.90274144017
1999.59152970625,2252.14681644579
1998.15040764436,2254.41688168608
2003.37784244982,2250.98525876973
2000.47613051396,2247.31441567558
2007.53680183668,2242.05054152168
1998.96732790534,2252.39713363917
2000.49028410847,2246.04349532777
2004.92318074279,2232.47319108973
2002.66392812213,2248.13556576364
2000.95123821639,2244.93465113084
2009.48520301777,2239.32087684946
1995.46920633765,2254.03560156667
2010.56577852213,2233.05226996507
2006.47938245815,2248.40303824574
1996.84876271111,2254.75785208702
