"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
96.5399025013239,104.272072973547,109.977108175694,96.1351095027461,99.9285195076204,93.0651431280004,112.505685193369,87.5018058723314,104.031432185678,104.26445799429,82.7216190525202,100.713264184063
105.605753884312,98.7390903215388,94.7497514439971,89.917649245968,105.013352809014,101.730089797145,101.618345911872,96.4696537143341,104.101769839694,105.597059442246,92.2576169102864,89.0746089063065
99.1568384383447,103.406927460634,107.146523657934,93.5527172587378,102.135345176885,94.6754634316101,112.094002978954,87.9973499663212,105.202173735043,106.579386595907,81.0416170632574,96.4457452899432
105.974692721793,100.490788929285,101.803685443468,117.30652034601,109.589157308969,107.272526907481,106.342603374439,113.228889203242,102.167992173165,117.891274362362,84.9102347906946,94.130805489754
95.0227696302315,104.172405391306,112.089489685567,113.449378732647,99.2513838476659,96.7341006904435,109.375895846683,100.168756254206,99.8376154353585,104.917930161024,89.4947630059896,108.000521534349
102.305557236706,97.924927376171,96.775999848802,117.069444542115,102.048128853653,107.59200230352,93.4088891521587,117.470987592573,95.9300114200846,102.81030502012,109.021399690506,102.676613828396
95.1958335596908,103.883411985275,111.584102144134,115.059265765885,99.2853762793106,97.5133976169943,108.370326009416,101.998340815615,99.2913326093572,104.821276304801,91.0050849363263,108.416352439591
108.421548540853,96.4186261267585,91.9406813699831,116.331269853115,108.192715464876,112.221068217596,93.9363962624449,121.488668804126,98.4850499356708,110.961505922959,102.805366296068,93.6325747965896
98.3408936995495,102.636541485658,105.753656921694,95.0302902962716,100.361503215086,95.3252754188461,108.374829116647,90.4861101845528,103.278130748762,103.009318578744,87.8004391365269,98.9466364864045
101.66105446054,104.015654869091,109.881757053191,110.024112532864,107.33074619143,99.6957329126204,115.540144053725,99.5373841226326,105.109119378162,117.419229944037,73.6496131120704,96.0736026758191
101.742730111378,96.8987673210928,89.3082109574105,71.5641058854855,96.5740058992888,96.6354840705884,92.4881980557318,85.75204325955,101.797775331837,87.9352255099338,109.984276759845,92.3982608092923
91.0209821631802,102.440757039137,108.81409593632,111.415344542566,92.05376624348,95.624014053666,99.2964520850703,101.28017075529,94.8170894892197,91.134805779004,109.242307310942,115.829625653617
101.865532816597,98.5710287901707,94.1918723771355,81.2973609641809,99.3393591323583,97.6110960807946,97.9917466928304,89.5406969478164,102.562882934016,95.3218551025555,101.197460027006,93.2098827010185
